table_no,no,kabupaten,metric,value
5,,KAB. PAMEKASAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,2464.0
5,,KAB. PAMEKASAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,0.0
5,,KAB. PAMEKASAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,0.0
5,,KAB. PAMEKASAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,0.0
5,,KAB. SUMENEP,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l,52.0
5,,KAB. SUMENEP,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_p,1563.0
5,,KAB. SUMENEP,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l_+_p,1615.0
5,,KAB. SUMENEP,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l,124.0
5,,KAB. SUMENEP,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_p,1142.0
5,,KAB. SUMENEP,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,1266.0
5,,KAB. SUMENEP,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,0.0
5,,KAB. SUMENEP,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,0.0
5,,KAB. SUMENEP,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,0.0
5,,KOTA KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l,12160.0
5,,KOTA KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_p,27938.0
5,,KOTA KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l_+_p,40098.0
5,,KOTA KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l,1226.0
5,,KOTA KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_p,6221.0
5,,KOTA KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,7447.0
5,,KOTA KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,0.0
5,,KOTA KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,0.0
5,,KOTA KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,0.0
5,,KOTA BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l,0.0
5,,KOTA BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_p,0.0
5,,KOTA BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l_+_p,0.0
5,,KOTA BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l,0.0
5,,KOTA BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_p,0.0
5,,KOTA BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,0.0
5,,KOTA BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,0.0
5,,KOTA BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,0.0
5,,KOTA BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,0.0
5,,KOTA MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l,52851.0
5,,KOTA MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_p,118671.0
5,,KOTA MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l_+_p,171522.0
5,,KOTA MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l,3839.0
5,,KOTA MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_p,12045.0
5,,KOTA MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,15884.0
5,,KOTA MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,25.0
5,,KOTA MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,125.0
5,,KOTA MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,150.0
5,,KOTA PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l,6364.0
5,,KOTA PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_p,10016.0
5,,KOTA PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l_+_p,16380.0
5,,KOTA PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l,2298.0
5,,KOTA PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_p,4888.0
5,,KOTA PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,7186.0
5,,KOTA PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,0.0
5,,KOTA PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,0.0
5,,KOTA PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,0.0
5,,KOTA PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l,0.0
5,,KOTA PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_p,0.0
5,,KOTA PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l_+_p,0.0
5,,KOTA PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l,0.0
5,,KOTA PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_p,0.0
5,,KOTA PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,0.0
5,,KOTA PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,0.0
5,,KOTA PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,0.0
5,,KOTA PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_p,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l_+_p,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_p,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_p,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l_+_p,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_p,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,0.0
5,,KOTA SURABAYA,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l,255664.0
5,,KOTA SURABAYA,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_p,86199.0
5,,KOTA SURABAYA,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l_+_p,341863.0
5,,KOTA SURABAYA,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l,27210.0
5,,KOTA SURABAYA,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_p,47999.0
5,,KOTA SURABAYA,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,75209.0
5,,KOTA SURABAYA,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,32002.0
5,,KOTA SURABAYA,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,28877.0
5,,KOTA SURABAYA,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,60879.0
5,,KOTA BATU,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l,2871.0
5,,KOTA BATU,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_p,4134.0
5,,KOTA BATU,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_jalan_l_+_p,7005.0
5,,KOTA BATU,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l,99.0
5,,KOTA BATU,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_p,182.0
5,,KOTA BATU,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_rawat_inap_l_+_p,281.0
5,,KOTA BATU,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l,0.0
5,,KOTA BATU,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_p,0.0
5,,KOTA BATU,fasilitas_pelayanan_kesehatan_tingkat_lanjut_rs_khusus_gangguan_jiwa_l_+_p,0.0
5,,KAB. PACITAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l,8025.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_p,16602.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l_+_p,24627.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l,0.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_p,0.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l_+_p,0.0
5,,KAB. PONOROGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. TRENGGALEK,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. TULUNGAGUNG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l,3528.0
5,,KAB. TULUNGAGUNG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_p,13376.0
5,,KAB. TULUNGAGUNG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l_+_p,16904.0
5,,KAB. TULUNGAGUNG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l,0.0
5,,KAB. TULUNGAGUNG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_p,0.0
5,,KAB. TULUNGAGUNG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l_+_p,0.0
5,,KAB. TULUNGAGUNG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l,48.0
5,,KAB. KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_p,74.0
5,,KAB. KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l_+_p,122.0
5,,KAB. KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l,0.0
5,,KAB. KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_p,0.0
5,,KAB. KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l_+_p,0.0
5,,KAB. KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. LUMAJANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l,3025.0
5,,KAB. LUMAJANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_p,4488.0
5,,KAB. LUMAJANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l_+_p,7513.0
5,,KAB. LUMAJANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. JEMBER,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. BANYUWANGI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l,171.0
5,,KAB. BANYUWANGI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_p,236.0
5,,KAB. BANYUWANGI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l_+_p,407.0
5,,KAB. BANYUWANGI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l,0.0
5,,KAB. BANYUWANGI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_p,0.0
5,,KAB. BANYUWANGI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l_+_p,0.0
5,,KAB. BANYUWANGI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. BONDOWOSO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. SITUBONDO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. SIDOARJO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. JOMBANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l,6400.0
5,,KAB. JOMBANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_p,8295.0
5,,KAB. JOMBANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l_+_p,14695.0
5,,KAB. JOMBANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. NGANJUK,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. MAGETAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. NGAWI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. BOJONEGORO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. TUBAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l,1973.0
5,,KAB. TUBAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_p,4148.0
5,,KAB. TUBAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l_+_p,6121.0
5,,KAB. TUBAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l,0.0
5,,KAB. TUBAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_p,0.0
5,,KAB. TUBAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l_+_p,0.0
5,,KAB. TUBAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. LAMONGAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. GRESIK,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. BANGKALAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. SAMPANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l,493.0
5,,KAB. SAMPANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_p,621.0
5,,KAB. SAMPANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l_+_p,1114.0
5,,KAB. SAMPANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l,0.0
5,,KAB. SAMPANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_p,0.0
5,,KAB. SAMPANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l_+_p,0.0
5,,KAB. SAMPANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. PAMEKASAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KAB. SUMENEP,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KOTA KEDIRI,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KOTA BLITAR,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KOTA MALANG,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KOTA PROBOLINGGO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KOTA PASURUAN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l,376.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_p,311.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l_+_p,687.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_p,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l_+_p,0.0
5,,KOTA MOJOKERTO,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l,55.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_p,40.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_jalan_l_+_p,95.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_rawat_inap_l_+_p,0.0
5,,KOTA MADIUN,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KOTA SURABAYA,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
5,,KOTA BATU,fasilitas_pelayanan_kesehatan_tingkat_lanjut_praktik_mandiri_dokter_spesialis_gangguan_jiwa_l_+_p,0.0
6,1.0,KAB. PACITAN,jumlah_pasien_keluar_hidup_+_mati_l,10298.0
6,1.0,KAB. PACITAN,jumlah_pasien_keluar_hidup_+_mati_p,14905.0
6,1.0,KAB. PACITAN,jumlah_pasien_keluar_hidup_+_mati_l_+_p,25203
6,1.0,KAB. PACITAN,jumlah_pasien_keluar_mati_l,387.0
6,1.0,KAB. PACITAN,jumlah_pasien_keluar_mati_p,373.0
6,1.0,KAB. PACITAN,jumlah_pasien_keluar_mati_l_+_p,760
6,1.0,KAB. PACITAN,jumlah_pasien_keluar_mati_48_jam_dirawat_l,173.0
6,1.0,KAB. PACITAN,jumlah_pasien_keluar_mati_48_jam_dirawat_p,182.0
6,1.0,KAB. PACITAN,jumlah_pasien_keluar_mati_48_jam_dirawat_l_+_p,355
6,1.0,KAB. PACITAN,gross_death_rate_l,37.58011264
6,1.0,KAB. PACITAN,gross_death_rate_p,25.02515934
6,1.0,KAB. PACITAN,gross_death_rate_l_+_p,30.15514026
6,1.0,KAB. PACITAN,net_death_rate_l,16.79937852
6,1.0,KAB. PACITAN,net_death_rate_p,12.21066756
6,1.0,KAB. PACITAN,net_death_rate_l_+_p,14.08562473
6,2.0,KAB. PONOROGO,jumlah_pasien_keluar_hidup_+_mati_l,36541.0
6,2.0,KAB. PONOROGO,jumlah_pasien_keluar_hidup_+_mati_p,43043.0
6,2.0,KAB. PONOROGO,jumlah_pasien_keluar_hidup_+_mati_l_+_p,79584
6,2.0,KAB. PONOROGO,jumlah_pasien_keluar_mati_l,1881.0
6,2.0,KAB. PONOROGO,jumlah_pasien_keluar_mati_p,1564.0
6,2.0,KAB. PONOROGO,jumlah_pasien_keluar_mati_l_+_p,3445
